client_id,signup_date,industry,plan_type,contract_length_months,monthly_revenue,onboarding_days,support_tickets_90d,avg_logins_per_week,days_since_last_login,late_payments_count,nps_score,churned
CLT-1872,2023-08-21,Education,Enterprise,1,3478.24,20,3,6.8,15,3,40.0,0
CLT-1873,2023-01-17,Logistics,Basic,6,272.81,35,0,7.1,30,3,50.0,0
CLT-1874,2025-05-09,Finance,Pro,12,788.76,8,0,3.2,23,1,23.0,0
CLT-1875,2023-01-23,SaaS,Enterprise,12,3093.46,25,1,9.9,14,1,-11.0,0
CLT-1876,2024-12-17,Healthcare,Basic,12,379.94,14,2,4.3,13,0,39.0,0
CLT-1877,2024-04-05,eCommerce,Basic,6,361.01,4,3,2.6,20,0,79.0,0
CLT-1878,2024-06-08,Logistics,Pro,1,1139.15,13,4,3.3,5,1,-27.0,0
CLT-1879,2024-12-31,Logistics,Pro,24,1094.61,14,5,9.7,11,2,42.0,0
CLT-1880,2025-03-16,Finance,Basic,6,264.44,6,3,1.7,22,2,-8.0,1
CLT-1881,2023-04-25,Healthcare,Pro,1,1048.44,16,3,2.7,3,0,29.0,1
CLT-1882,2023-01-17,eCommerce,Enterprise,12,3165.32,22,1,13.7,6,0,32.0,0
CLT-1883,2023-04-23,Finance,Basic,1,395.79,16,4,7.8,8,1,49.0,0
CLT-1884,2024-09-06,Logistics,Basic,1,284.32,10,6,2.8,3,1,35.0,0
CLT-1885,2024-05-26,Education,Basic,12,262.94,13,5,1.8,10,1,64.0,0
CLT-1886,2023-03-17,Real Estate,Basic,12,380.6,14,3,0.0,0,2,59.0,0
CLT-1887,2023-07-30,Real Estate,Basic,6,286.18,16,5,5.3,56,3,25.0,1
CLT-1888,2024-04-28,Healthcare,Basic,6,245.75,23,4,7.2,8,0,,0
CLT-1889,2024-10-19,Education,Pro,12,1165.62,16,3,9.6,2,3,22.0,0
CLT-1890,2023-11-06,eCommerce,Basic,1,331.08,3,3,0.0,9,2,18.0,0
CLT-1891,2025-05-04,Finance,Enterprise,1,2489.95,10,2,1.0,15,1,0.0,1
CLT-1892,2025-06-12,eCommerce,Basic,12,242.06,15,3,4.6,34,1,63.0,1
CLT-1893,2024-11-20,Real Estate,Basic,12,246.36,23,2,13.4,5,3,22.0,0
CLT-1894,2024-02-13,Healthcare,Pro,24,1148.02,24,2,7.7,10,0,-31.0,0
CLT-1895,2025-02-28,Logistics,Enterprise,6,2734.56,28,2,6.1,1,1,44.0,0
CLT-1896,2024-10-17,Logistics,Basic,1,266.95,15,3,1.3,3,1,19.0,1
CLT-1897,2024-04-12,Finance,Basic,12,304.53,20,3,0.0,4,1,23.0,0
CLT-1898,2024-02-04,Education,Basic,12,269.75,2,4,5.1,0,1,24.0,0
CLT-1899,2025-01-19,eCommerce,Pro,1,780.96,17,5,4.7,9,1,22.0,1
CLT-1900,2024-05-16,eCommerce,Basic,12,289.74,5,7,4.2,2,4,98.0,1
CLT-1901,2023-06-14,Finance,Basic,6,338.91,13,3,3.9,7,1,72.0,0
CLT-1902,2025-06-18,Real Estate,Basic,12,277.8,38,3,2.8,24,1,47.0,1
CLT-1903,2023-03-03,SaaS,Basic,12,301.86,16,4,2.1,5,2,36.0,1
CLT-1904,2024-09-17,Education,Enterprise,12,2716.9,7,5,9.2,0,0,58.0,1
CLT-1905,2024-08-13,Logistics,Pro,24,946.82,17,4,2.3,9,0,36.0,0
CLT-1906,2024-06-11,SaaS,Basic,24,263.15,10,4,4.2,18,3,50.0,0
CLT-1907,2023-02-16,Education,Basic,1,247.0,6,5,4.9,31,0,44.0,0
CLT-1908,2024-03-19,Logistics,Basic,6,246.38,31,2,7.1,2,0,33.0,0
CLT-1909,2025-03-14,Logistics,Basic,12,303.03,23,2,2.4,26,1,54.0,0
CLT-1910,2023-08-04,Finance,Pro,1,1108.15,17,1,7.9,27,3,19.0,0
CLT-1911,2024-09-14,Real Estate,Enterprise,6,2196.88,11,4,3.3,15,0,31.0,0
CLT-1912,2025-02-11,Real Estate,Enterprise,6,3180.47,12,5,4.5,10,1,6.0,0
CLT-1913,2025-05-06,Logistics,Enterprise,24,3073.51,26,3,9.9,12,0,8.0,0
CLT-1914,2024-04-09,eCommerce,Enterprise,12,2005.92,16,4,2.1,2,1,-33.0,1
CLT-1915,2023-10-10,eCommerce,Enterprise,12,2040.12,1,9,7.2,37,0,41.0,0
CLT-1916,2024-09-21,Education,Basic,6,275.11,33,6,8.0,26,2,48.0,0
CLT-1917,2024-03-13,eCommerce,Basic,1,250.1,15,2,5.9,8,1,57.0,0
CLT-1918,2024-07-18,Real Estate,Basic,24,335.64,17,4,4.6,3,2,2.0,1
CLT-1919,2024-10-29,eCommerce,Pro,1,741.4,23,5,11.4,70,1,41.0,1
CLT-1920,2024-10-01,eCommerce,Basic,1,384.48,18,3,5.0,9,0,30.0,0
CLT-1921,2023-08-07,Logistics,Pro,6,986.2,20,3,5.6,13,1,48.0,0
CLT-1922,2024-11-11,Education,Pro,12,1113.1,11,1,4.0,45,0,14.0,1
CLT-1923,2024-05-02,Real Estate,Pro,6,1125.38,4,3,5.5,2,1,22.0,0
CLT-1924,2025-04-17,SaaS,Basic,1,331.22,16,3,7.9,9,1,-9.0,1
CLT-1925,2024-08-16,eCommerce,Basic,6,406.57,25,1,4.2,14,4,12.0,0
CLT-1926,2025-03-13,eCommerce,Basic,6,418.24,9,4,0.0,6,5,30.0,1
CLT-1927,2025-05-30,Finance,Enterprise,1,2538.82,8,4,6.5,10,2,34.0,0
CLT-1928,2025-06-14,Healthcare,Pro,12,787.97,24,6,1.8,21,0,-12.0,1
CLT-1929,2024-11-01,Healthcare,Pro,1,916.15,10,1,7.2,1,1,17.0,0
CLT-1930,2024-06-21,SaaS,Basic,6,280.2,11,2,5.0,2,0,34.0,0
CLT-1931,2023-04-17,Real Estate,Basic,12,335.58,11,0,7.8,8,1,65.0,0
CLT-1932,2023-12-14,Finance,Basic,12,308.11,13,3,2.2,20,0,9.0,0
CLT-1933,2024-03-03,Healthcare,Pro,6,979.44,1,3,3.4,4,2,42.0,0
CLT-1934,2024-12-03,Logistics,Pro,6,1132.12,10,2,4.0,6,1,16.0,0
CLT-1935,2024-06-13,eCommerce,Basic,6,289.32,16,1,0.6,16,3,19.0,0
CLT-1936,2024-01-31,eCommerce,Enterprise,24,2806.21,16,5,8.3,4,5,8.0,0
CLT-1937,2023-05-12,Education,Basic,6,300.33,23,0,0.1,26,0,4.0,0
CLT-1938,2024-10-06,SaaS,Enterprise,6,3177.44,29,3,8.3,16,0,18.0,0
CLT-1939,2024-01-24,Real Estate,Basic,12,355.12,26,5,6.3,9,0,56.0,0
CLT-1940,2023-02-02,Healthcare,Basic,6,241.53,21,4,4.4,8,0,11.0,0
CLT-1941,2023-09-13,SaaS,Pro,6,1076.43,13,1,6.0,6,0,7.0,0
CLT-1942,2025-03-02,Real Estate,Basic,1,270.63,9,1,6.0,6,2,35.0,1
CLT-1943,2023-04-17,Finance,Basic,12,370.41,14,7,3.8,21,2,30.0,0
CLT-1944,2024-01-01,SaaS,Basic,12,342.12,19,2,5.9,0,0,28.0,0
CLT-1945,2024-04-05,Education,Basic,12,312.27,21,5,7.2,13,3,36.0,0
CLT-1946,2023-03-17,Real Estate,Pro,12,1094.8,19,3,2.2,35,2,5.0,1
CLT-1947,2023-05-30,Education,Enterprise,6,3284.89,13,6,6.0,31,2,8.0,0
CLT-1948,2025-04-26,SaaS,Enterprise,24,3168.12,20,6,0.0,10,1,55.0,0
CLT-1949,2024-06-15,Finance,Basic,12,338.17,24,3,0.0,2,2,26.0,1
CLT-1950,2023-07-09,SaaS,Pro,12,1110.25,21,6,6.7,3,1,45.0,0
CLT-1951,2023-06-02,Finance,Basic,12,314.5,14,1,3.7,8,0,61.0,0
CLT-1952,2024-01-19,Logistics,Basic,6,382.02,7,4,2.4,3,0,51.0,0
CLT-1953,2024-10-13,Healthcare,Basic,6,389.23,7,2,4.8,2,2,-4.0,0
CLT-1954,2024-10-19,SaaS,Enterprise,12,2205.94,9,5,3.8,1,3,27.0,0
CLT-1955,2023-06-25,Logistics,Enterprise,1,2357.05,16,1,2.0,8,1,56.0,0
CLT-1956,2024-10-15,SaaS,Pro,12,865.79,18,2,0.1,24,1,43.0,1
CLT-1957,2025-03-17,Logistics,Pro,1,809.68,3,4,0.0,9,2,35.0,1
CLT-1958,2023-07-23,Education,Basic,1,310.66,10,2,7.2,12,3,-11.0,1
CLT-1959,2023-01-24,eCommerce,Pro,24,824.24,16,4,3.7,0,1,15.0,0
CLT-1960,2025-05-13,eCommerce,Pro,12,1041.59,7,1,7.9,6,1,32.0,0
CLT-1961,2024-04-14,eCommerce,Basic,12,258.29,17,4,3.7,4,1,-6.0,1
CLT-1962,2024-11-29,eCommerce,Basic,6,288.59,12,2,6.1,14,2,50.0,0
CLT-1963,2023-10-16,SaaS,Basic,12,359.79,8,4,4.6,1,3,27.0,0
CLT-1964,2023-09-27,eCommerce,Enterprise,24,2597.82,14,5,5.1,14,1,-19.0,0
CLT-1965,2023-07-22,Logistics,Basic,12,315.86,17,0,5.3,3,2,16.0,1
CLT-1966,2023-07-15,Healthcare,Enterprise,12,3196.89,7,2,3.7,1,0,23.0,0
CLT-1967,2024-02-29,Education,Basic,12,417.21,12,5,1.3,7,0,27.0,0
CLT-1968,2023-04-06,Education,Pro,6,1025.14,18,5,7.3,8,3,65.0,1
CLT-1969,2025-01-27,Education,Basic,12,254.23,8,2,9.8,15,0,44.0,0
CLT-1970,2024-04-05,Real Estate,Basic,24,258.52,1,2,10.0,0,0,-4.0,0
CLT-1971,2025-04-03,Healthcare,Basic,12,414.33,2,4,3.3,13,1,-7.0,0
CLT-1972,2024-03-27,Finance,Basic,6,362.26,11,0,2.8,7,3,23.0,0
CLT-1973,2023-09-30,eCommerce,Enterprise,12,3128.7,3,3,3.3,46,1,33.0,0
CLT-1974,2024-04-08,Real Estate,Basic,12,361.64,11,4,4.5,18,1,55.0,0
CLT-1975,2023-05-19,Real Estate,Pro,24,816.99,27,4,4.8,22,0,73.0,1
CLT-1976,2025-01-11,Education,Basic,12,320.71,3,3,2.0,39,1,75.0,0
CLT-1977,2024-10-10,Real Estate,Basic,6,383.65,12,0,0.6,17,0,19.0,1
CLT-1978,2023-05-13,Education,Pro,6,1187.84,31,2,5.1,4,2,53.0,0
CLT-1979,2024-06-07,Finance,Basic,12,282.72,17,0,0.0,26,1,41.0,1
CLT-1980,2024-04-29,Healthcare,Enterprise,1,2893.94,11,3,4.7,26,1,3.0,0
CLT-1981,2023-06-30,Finance,Pro,12,804.84,13,4,2.2,9,0,-17.0,0
CLT-1982,2023-04-20,eCommerce,Pro,12,1237.47,17,5,7.3,1,2,34.0,0
CLT-1983,2024-11-15,Finance,Basic,12,285.4,28,2,8.1,3,0,-7.0,0
CLT-1984,2023-08-26,eCommerce,Basic,6,370.79,10,4,8.2,2,0,9.0,0
CLT-1985,2024-04-12,Education,Enterprise,12,2346.67,8,4,4.0,4,1,13.0,0
CLT-1986,2023-08-11,Healthcare,Basic,12,350.89,3,3,1.6,14,1,35.0,0
CLT-1987,2024-08-11,Finance,Basic,6,358.67,15,2,2.6,2,0,62.0,0
CLT-1988,2023-02-14,SaaS,pro,12,299.12,3,4,5.9,0,0,30.0,0
CLT-1989,2023-11-20,Real Estate,Pro,12,1162.17,10,4,0.1,32,0,17.0,1
CLT-1990,2024-05-07,Finance,Pro,12,1198.1,7,4,9.2,2,1,-22.0,0
CLT-1991,2024-01-31,SaaS,Pro,1,1181.74,23,5,4.0,4,1,41.0,0
CLT-1992,2024-07-05,eCommerce,Pro,6,898.63,10,2,6.5,3,1,31.0,0
CLT-1993,2023-06-12,SaaS,Basic,12,373.98,17,2,0.0,9,0,16.0,1
CLT-1994,2024-02-02,Healthcare,Enterprise,1,2839.24,1,4,2.2,4,0,59.0,0
CLT-1995,2024-11-11,Healthcare,Basic,12,346.67,15,1,0.0,7,0,0.0,1
CLT-1996,2023-10-28,Logistics,Pro,12,977.81,4,1,8.1,1,0,13.0,0
CLT-1997,2023-05-22,eCommerce,Basic,1,348.05,11,4,4.5,10,1,24.0,0
CLT-1998,2025-02-01,eCommerce,Enterprise,12,2203.48,32,2,6.7,3,1,16.0,0
CLT-1999,2024-12-01,eCommerce,Basic,24,313.59,21,7,5.2,5,1,44.0,0
CLT-2000,2024-09-04,Finance,Basic,12,271.98,13,3,6.4,7,1,42.0,0
CLT-2001,2024-12-19,Finance,Basic,12,290.42,40,3,4.0,6,1,56.0,0
CLT-2002,2024-12-01,eCommerce,Basic,12,263.01,7,4,4.4,9,0,,0
CLT-2003,2024-11-02,eCommerce,Basic,6,278.25,23,2,4.7,22,1,27.0,0
CLT-2004,2024-04-03,SaaS,Pro,1,1142.24,2,3,6.2,4,0,22.0,0
CLT-2005,2023-01-18,Finance,Basic,12,338.97,12,3,6.3,11,2,41.0,0
CLT-2006,2024-06-21,Logistics,Enterprise,6,2035.46,3,4,13.4,9,0,25.0,0
CLT-2007,2023-09-03,Education,Basic,6,381.93,16,2,,13,0,31.0,0
CLT-2008,2024-11-26,Healthcare,Pro,1,1211.11,14,2,0.0,2,0,43.0,0
CLT-2009,2024-02-26,Logistics,Basic,12,398.48,12,3,4.6,8,1,33.0,0
CLT-2010,2025-03-25,SaaS,Pro,1,1164.43,23,3,3.8,2,3,38.0,0
CLT-2011,2024-06-19,Logistics,Pro,12,1255.8,9,1,8.8,12,3,10.0,0
CLT-2012,2024-05-10,Logistics,Basic,6,345.55,17,4,4.1,2,2,64.0,0
CLT-2013,2025-04-07,Healthcare,Enterprise,12,3443.88,21,5,6.4,3,2,2.0,0
CLT-2014,2024-03-03,Logistics,Basic,6,410.79,2,2,0.0,5,1,41.0,0
CLT-2015,2023-12-05,Logistics,Basic,6,296.38,8,3,0.5,9,2,18.0,1
CLT-2016,2023-12-01,Real Estate,Pro,12,1186.25,14,3,11.3,5,2,57.0,0
CLT-2017,2025-02-26,eCommerce,Pro,12,1147.94,19,6,5.2,14,1,52.0,0
CLT-2018,2024-11-11,SaaS,Basic,6,379.64,25,1,2.0,2,1,30.0,0
CLT-2019,2023-05-28,Finance,Basic,12,401.33,12,3,5.7,11,2,69.0,0
CLT-2020,2024-03-19,eCommerce,Enterprise,12,2576.29,11,2,1.8,16,0,25.0,1
CLT-2021,2023-12-01,Healthcare,Pro,6,936.03,7,3,4.1,14,0,52.0,0
CLT-2022,2024-08-05,Logistics,Enterprise,12,2960.08,17,2,0.6,7,0,12.0,0
CLT-2023,2023-02-17,eCommerce,Pro,1,1118.41,12,5,2.6,16,0,40.0,0
CLT-2024,2024-10-04,Healthcare,Pro,12,1195.06,12,3,3.8,6,0,7.0,0
CLT-2025,2024-10-30,Logistics,Basic,1,397.65,13,2,8.4,1,3,30.0,0
CLT-2026,2023-07-23,Logistics,Enterprise,12,3082.01,18,3,6.4,5,2,29.0,0
CLT-2027,2023-05-16,Logistics,Basic,6,412.24,9,3,6.9,7,3,,0
CLT-2028,2024-07-18,SaaS,Pro,12,816.46,8,3,4.9,0,2,13.0,1
CLT-2029,2023-08-20,Real Estate,Basic,12,411.06,17,4,7.5,7,0,100.0,0
CLT-2030,2025-04-27,Real Estate,Pro,24,754.66,1,3,2.4,1,1,-5.0,1
CLT-2031,2024-11-28,Logistics,Pro,12,1020.04,9,4,2.8,20,0,36.0,0
CLT-2032,2025-05-09,eCommerce,Pro,12,768.71,5,4,6.2,0,0,37.0,0
CLT-2033,2024-04-26,eCommerce,Enterprise,6,2852.0,24,0,4.2,6,5,43.0,0
CLT-2034,2025-04-24,Education,Basic,6,310.22,10,3,5.0,12,1,,1
CLT-2035,2023-01-13,Logistics,Pro,1,764.07,10,0,4.5,23,0,36.0,0
CLT-2036,2023-09-18,Education,Basic,12,356.66,14,3,8.8,5,1,16.0,0
CLT-2037,2023-01-03,eCommerce,Basic,12,371.62,9,7,8.9,7,1,77.0,0
CLT-2038,2024-09-01,Finance,Basic,12,271.35,11,5,3.1,3,0,14.0,0
CLT-2039,2024-04-04,eCommerce,Basic,12,365.0,15,2,0.0,13,1,26.0,1
CLT-2040,2023-09-16,Logistics,Basic,12,272.23,11,3,2.9,3,2,13.0,1
CLT-2041,2023-10-02,eCommerce,Pro,6,794.19,11,3,2.3,12,1,10.0,0
CLT-2042,2024-08-02,Finance,Pro,1,799.58,6,1,7.5,11,0,-5.0,0
CLT-2043,2023-06-12,Healthcare,Pro,12,1043.5,5,3,7.8,28,1,47.0,0
CLT-2044,2024-04-08,Education,Basic,6,380.18,14,4,1.9,8,2,13.0,0
CLT-2045,2024-07-06,Healthcare,Basic,1,347.44,16,2,2.7,4,2,10.0,0
CLT-2046,2023-08-04,Education,Basic,24,385.68,3,1,0.6,4,1,6.0,0
CLT-2047,2023-07-25,Real Estate,Pro,24,1039.4,20,3,5.4,44,1,38.0,0
CLT-2048,2023-11-15,SaaS,Enterprise,12,3195.98,20,0,4.9,4,0,31.0,0
CLT-2049,2024-06-16,eCommerce,Basic,6,415.77,22,3,7.4,12,2,31.0,0
CLT-2050,2023-08-17,Logistics,Pro,12,931.12,16,7,6.5,17,1,11.0,0
CLT-2051,2023-12-08,eCommerce,Basic,6,266.99,19,1,6.8,26,1,41.0,0
CLT-2052,2024-05-04,eCommerce,Basic,12,264.37,31,1,0.4,8,2,13.0,0
CLT-2053,2023-06-18,Real Estate,Basic,6,347.55,12,1,3.1,49,1,32.0,1
CLT-2054,2024-05-27,eCommerce,Basic,24,338.48,6,3,7.8,4,3,27.0,0
CLT-2055,2023-05-05,SaaS,Pro,24,819.49,2,7,3.4,7,3,-12.0,1
CLT-2056,2023-05-09,Logistics,Enterprise,12,3323.16,28,4,0.1,16,2,81.0,0
CLT-2057,2023-08-02,Logistics,Basic,1,412.21,28,0,7.4,31,1,44.0,0
CLT-2058,2023-09-15,Education,Pro,12,856.74,7,6,3.3,2,3,35.0,1
CLT-2059,2023-01-27,Finance,Pro,6,831.72,8,0,8.2,22,1,38.0,0
CLT-2060,2025-05-15,SaaS,Enterprise,24,2320.88,11,2,4.9,5,0,81.0,0
CLT-2061,2023-10-05,Healthcare,Pro,1,929.21,24,4,4.2,8,0,58.0,0
CLT-2062,2024-12-25,eCommerce,Basic,1,393.58,4,2,9.1,11,1,39.0,0
CLT-2063,2025-03-22,Finance,Pro,12,1041.82,1,2,1.1,36,0,12.0,1
CLT-2064,2024-12-21,Real Estate,Basic,12,252.16,31,4,9.3,35,0,16.0,0
CLT-2065,2025-01-18,SaaS,Enterprise,12,2709.47,16,3,3.1,12,0,-15.0,0
CLT-2066,2023-04-01,Logistics,Basic,1,256.26,18,1,5.5,13,0,21.0,0
CLT-2067,2023-12-01,SaaS,Pro,12,939.36,12,4,5.5,67,2,47.0,1
CLT-2068,2024-11-02,eCommerce,Basic,1,312.63,18,3,3.7,16,1,46.0,1
CLT-2069,2024-06-02,Education,Basic,1,356.7,2,2,2.7,15,0,45.0,0
CLT-2070,2023-01-06,Real Estate,Enterprise,12,2824.18,7,1,3.9,9,3,17.0,1
CLT-2071,2024-05-25,Education,Pro,6,1192.37,15,3,2.0,3,1,44.0,1
CLT-2072,2024-12-25,Real Estate,Basic,12,242.93,1,3,10.9,4,0,51.0,0
CLT-2073,2025-01-15,Education,Enterprise,1,3161.0,12,4,3.6,13,1,-26.0,0
CLT-2074,2023-12-12,Real Estate,Enterprise,1,2033.99,11,3,8.5,7,1,38.0,0
CLT-2075,2023-08-01,SaaS,Basic,12,294.77,12,1,8.1,13,2,82.0,0
CLT-2076,2023-10-06,SaaS,Pro,6,1195.02,10,2,6.1,22,1,23.0,1
CLT-2077,2023-09-24,Education,Basic,12,364.27,6,4,4.6,2,4,-33.0,0
CLT-2078,2023-11-08,SaaS,Pro,12,812.88,1,3,5.6,2,2,10.0,0
CLT-2079,2023-09-29,Healthcare,Basic,1,328.34,15,2,6.7,29,2,-15.0,0
CLT-2080,2024-02-16,SaaS,Basic,12,369.94,12,4,5.3,6,0,14.0,1
CLT-2081,2023-02-06,Healthcare,Enterprise,6,3406.01,3,6,0.3,22,0,-1.0,1
CLT-2082,2023-09-05,Logistics,Enterprise,6,2951.48,15,2,0.0,10,2,53.0,1
CLT-2083,2023-10-11,eCommerce,Pro,1,733.32,12,3,9.5,12,1,49.0,0
CLT-2084,2023-05-19,Real Estate,Enterprise,12,2749.55,10,4,0.0,16,0,39.0,0
CLT-2085,2025-03-01,Finance,Pro,12,802.6,1,2,5.6,9,0,61.0,0
CLT-2086,2024-08-30,SaaS,Pro,12,745.8,19,4,4.3,3,0,16.0,0
CLT-2087,2025-03-31,SaaS,Pro,24,1043.2,4,3,5.5,13,3,32.0,0
CLT-2088,2024-05-20,eCommerce,Basic,6,379.85,15,4,1.6,49,2,85.0,0
CLT-2089,2023-04-09,Education,Basic,24,246.49,8,3,6.1,12,2,45.0,0
CLT-2090,2025-03-25,Healthcare,Basic,12,381.05,11,3,5.6,1,1,45.0,0
CLT-2091,2024-02-17,Logistics,Pro,24,1101.45,23,1,13.3,4,0,11.0,0
CLT-2092,2024-09-07,SaaS,Basic,24,375.36,18,4,5.4,23,0,20.0,0
CLT-2093,2023-12-10,Education,Basic,24,284.05,23,6,9.0,19,0,5.0,0
CLT-2094,2024-03-20,SaaS,Pro,1,932.54,17,3,0.5,3,1,72.0,0
CLT-2095,2024-03-16,Logistics,Basic,12,261.56,17,3,8.1,16,3,-9.0,1
CLT-2096,2023-09-14,eCommerce,Basic,12,283.0,1,4,5.7,4,0,53.0,0
CLT-2097,2024-05-14,Finance,Pro,12,883.51,11,2,5.8,24,1,45.0,1
CLT-2098,2024-10-22,Healthcare,Enterprise,6,2479.15,12,3,5.9,6,1,-10.0,0
CLT-2099,2023-01-19,eCommerce,Basic,24,271.51,24,2,10.1,10,1,59.0,0
CLT-2100,2023-04-28,Healthcare,Basic,6,273.97,10,1,5.8,10,0,24.0,0
CLT-2101,2025-01-28,SaaS,Basic,12,402.26,16,2,2.6,17,3,-3.0,1
CLT-2102,2024-05-27,eCommerce,Pro,12,1143.3,16,0,3.2,23,1,39.0,0
CLT-2103,2025-05-26,Logistics,Pro,6,906.02,23,2,7.5,11,1,9.0,0
CLT-2104,2024-06-28,Healthcare,Basic,12,410.58,13,4,6.3,4,1,25.0,0
CLT-2105,2024-08-11,Healthcare,Pro,1,849.02,21,2,0.4,12,3,17.0,1
CLT-2106,2025-03-20,Education,Basic,12,313.23,1,2,6.5,35,2,8.0,1
CLT-2107,2024-08-17,SaaS,Basic,12,386.43,1,4,1.8,55,1,0.0,1
CLT-2108,2023-10-24,Healthcare,Enterprise,6,2664.33,1,2,6.3,13,1,50.0,0
CLT-2109,2024-04-20,eCommerce,Basic,12,282.23,20,3,2.6,1,1,38.0,0
CLT-2110,2023-08-01,Real Estate,Basic,6,306.34,19,3,4.2,2,1,37.0,0
CLT-2111,2023-10-28,Healthcare,Basic,12,330.13,21,3,3.4,4,1,21.0,0
CLT-2112,2024-09-04,SaaS,Pro,24,1055.15,9,3,9.6,14,1,31.0,0
CLT-2113,2023-05-15,SaaS,Enterprise,6,2608.41,9,3,6.2,6,1,12.0,0
CLT-2114,2024-08-27,Education,Enterprise,12,2646.96,13,1,8.8,22,1,11.0,0
CLT-2115,2024-06-09,SaaS,Basic,12,287.51,26,1,13.7,25,1,73.0,0
CLT-2116,2023-10-05,Education,Basic,12,336.36,28,3,5.1,20,1,52.0,0
CLT-2117,2023-02-10,Finance,Pro,12,838.51,20,1,9.5,2,1,16.0,0
CLT-2118,2024-09-26,Real Estate,Basic,12,396.15,17,3,2.9,10,1,-7.0,1
CLT-2119,2025-01-12,Healthcare,Enterprise,12,3121.05,25,4,8.8,17,2,-13.0,0
CLT-2120,2024-10-19,Education,Pro,6,941.55,12,1,2.6,4,0,14.0,0
CLT-2121,2024-01-14,Finance,Basic,6,374.5,11,9,4.9,7,0,33.0,0
CLT-2122,2024-08-11,SaaS,Pro,24,723.78,13,4,6.6,4,4,33.0,0
CLT-2123,2024-01-09,Finance,Basic,1,302.01,6,5,7.1,1,3,34.0,0
CLT-2124,2023-11-19,Finance,Basic,12,319.25,13,2,1.2,10,0,38.0,0
CLT-2125,2023-10-22,SaaS,Pro,6,973.69,5,4,2.4,5,2,4.0,0
CLT-2126,2023-07-09,SaaS,Pro,12,1124.31,22,3,6.8,7,1,68.0,1
CLT-2127,2025-05-22,Education,Pro,12,1239.92,18,3,3.9,1,1,25.0,0
CLT-2128,2024-08-22,SaaS,Pro,12,925.2,25,1,0.8,5,4,37.0,1
CLT-2129,2023-06-07,Logistics,Enterprise,6,2525.9,1,1,4.8,13,0,14.0,0
CLT-2130,2025-02-17,SaaS,Enterprise,12,2915.77,29,2,4.6,24,0,38.0,0
CLT-2131,2023-05-17,Logistics,Pro,24,871.88,1,4,5.5,16,1,82.0,1
CLT-2132,2024-06-18,eCommerce,Basic,12,265.44,4,3,6.6,13,0,5.0,0
CLT-2133,2023-05-29,SaaS,Pro,12,1239.23,9,5,6.4,4,2,2.0,1
CLT-2134,2023-11-22,SaaS,Enterprise,12,3214.29,24,4,2.7,2,3,8.0,0
CLT-2135,2024-08-15,eCommerce,Basic,6,412.53,16,3,3.8,5,3,22.0,0
CLT-2136,2025-06-18,Real Estate,Basic,12,279.21,12,0,7.8,2,1,17.0,0
CLT-2137,2025-06-11,SaaS,Basic,6,243.21,8,0,3.4,14,0,4.0,1
CLT-2138,2025-03-17,Education,Basic,6,318.71,3,6,3.8,34,1,29.0,0
CLT-2139,2023-07-31,Logistics,Pro,12,1224.15,23,4,0.5,19,2,69.0,0
CLT-2140,2023-03-26,Healthcare,Basic,24,264.9,20,3,4.9,8,3,26.0,0
CLT-2141,2025-03-26,Finance,Pro,24,783.28,25,8,6.0,5,1,28.0,1
CLT-2142,2025-04-10,Logistics,Pro,24,757.23,17,2,0.0,10,1,39.0,1
CLT-2143,2023-09-08,Logistics,Pro,12,1133.11,1,1,1.8,4,0,46.0,0
CLT-2144,2023-01-18,eCommerce,Basic,6,381.47,4,3,0.7,34,1,64.0,0
CLT-2145,2024-08-06,Logistics,Basic,12,365.17,18,4,7.4,41,3,36.0,1
CLT-2146,2023-03-10,Real Estate,Pro,24,748.78,11,2,0.0,12,3,30.0,0
CLT-2147,2023-02-06,Finance,Pro,12,1110.58,10,4,4.8,13,1,5.0,0
CLT-2148,2025-04-23,Real Estate,Basic,12,320.75,5,3,7.2,24,5,48.0,1
CLT-2149,2024-03-22,Logistics,Enterprise,12,2236.84,22,6,5.6,10,2,9.0,0
CLT-2150,2023-04-11,Healthcare,Basic,12,293.12,18,3,3.7,2,1,8.0,0
CLT-2151,2024-08-12,SaaS,Enterprise,24,2751.72,18,4,6.0,19,3,35.0,1
CLT-2152,2023-11-29,SaaS,Basic,12,299.34,9,0,8.1,5,1,69.0,1
CLT-2153,2024-04-27,Finance,Basic,12,414.55,15,4,4.7,9,2,48.0,0
CLT-2154,2025-03-19,Education,Pro,6,976.36,3,3,0.0,14,2,29.0,0
CLT-2155,2023-08-03,Healthcare,Basic,12,306.99,13,4,8.4,1,0,5.0,1
CLT-2156,2024-08-04,Logistics,Basic,6,361.17,1,3,6.2,21,1,68.0,0
CLT-2157,2025-01-15,SaaS,Basic,24,357.1,1,1,4.9,48,1,29.0,0
CLT-2158,2024-01-17,SaaS,Basic,12,240.44,11,3,0.0,3,1,23.0,0
CLT-2159,2025-05-23,Real Estate,Pro,12,1053.98,33,2,4.1,15,2,44.0,0
CLT-2160,2024-02-08,Logistics,Basic,6,283.88,1,2,2.4,29,2,19.0,1
CLT-2161,2024-02-18,Finance,Pro,12,922.63,4,1,1.4,2,2,11.0,0
CLT-2162,2025-03-06,Education,Pro,12,1101.43,16,1,4.6,0,1,14.0,0
